IRIS,perc_voit
010010000,0.027680290375374228
010020000,0.04617745412300456
010040101,0.17546281969428634
010040102,0.18063297177646231
010040201,0.1896627233940067
010040202,0.09062115961211781
010050000,0.03396739130434778
010060000,0.035087719298245945
010070000,0.05028314634061981
010080000,0.01888462643739186
010090000,0.04304573330709893
010100000,0.05374049151501015
010110000,0.02112340648158617
010120000,0.054226943851350295
010130000,0.047619047619048116
010140000,0.0726611868251239
010150000,0.07253904130490763
010160000,0.05464480874316935
010170000,0.056696851734930775
010190000,0.0
010210000,0.0445342192380247
010220000,0.10496281540281527
010230000,0.02941176470588236
010240000,0.05246301691812394
010250000,0.031700960793345945
010260000,0.08204734157050109
010270000,0.018481711540243695
010280000,0.020242914979757054
010290000,0.0233152222591827
010300000,0.06951813164077114
010310000,0.1499134634540431
010320000,0.04041665708571551
010330102,0.25694611854389016
010330103,0.10813025815152078
010330201,0.11773440586991946
010330202,0.1376094276056219
010330301,0.1412408333279278
010330401,0.04043405402381428
010340101,0.13491821874167598
010340102,0.18379222445387167
010340103,0.1731831875238833
010350000,0.04109589041095896
010360000,0.025537986624855402
010370000,0.01466252646427224
010380000,0.014715124010863057
010390000,0.04721629808463901
010400000,0.03191489361702127
010410000,0.07352328086322912
010420000,0.006986680526129496
010430000,0.06053230324323022
010440000,0.06595386777948742
010450000,0.029699132720151677
010460000,0.05121584039938065
010470000,0.03125
010490000,0.04933437744714175
010500000,0.05035971223021585
010510000,0.06666666666666721
010520000,0.02976542118676251
010530101,0.3520886650545316
010530102,0.2508811931742273
010530103,0.26308826564316246
010530201,0.17517425219308003
010530202,0.26134115791396595
010530203,0.21021850106293327
010530301,0.19815438932567664
010530302,0.21678544028184699
010530401,0.19111726112489957
010530402,0.09309397169828826
010530501,0.1266113059661118
010530502,0.1753515306396045
010530503,0.32057855244405586
010530601,0.27426107538529043
010530602,0.2803082634253744
010530603,0.35619597240532397
010530604,0.10421224687222486
010530701,0.08637439629018195
010540000,0.03605748106271611
010560000,0.0401049376305721
010570000,0.038461538461538436
010580000,0.04385964912280704
010600000,0.12602592307827842
010610000,0.021598272138228958
010620000,0.01708649948356933
010630000,0.0374919433277725
010640000,0.034115138592750505
010650000,0.03343562969449554
010660000,0.048780487804878425
010670000,0.018348558336589438
010680000,0.06006006006006004
010690000,0.032926864948092605
010710000,0.03384762353645265
010720000,0.05023683050110772
010730000,0.04784752633983658
010740000,0.08382453144235247
010750000,0.030797101449275388
010760000,0.10294117647058876
010770000,0.0638297872340432
010780000,0.025396825396825418
010790000,0.10099271922506292
010800000,0.07287561525046315
010810000,0.10295054410545679
010820000,0.04637790716835333
010830000,0.02654602297319031
010840000,0.022922636103151817
010850000,0.005721142510645594
010870000,0.04288576717438397
010880000,0.012261997686176973
010890000,0.041902884217223324
010900000,0.039750119245414384
010920000,0.02994506733900759
010930000,0.13774059603024802
010940000,0.08646608963161762
010950000,0.04388408256137699
010960000,0.03281226586171082
010980000,0.03799495473248171
010990000,0.05848787446504988
011000000,0.08108108108108103
011010000,0.02898550724637683
011020000,0.036266843484788924
011030000,0.020591827084048497
011040000,0.05213232023726255
011050000,0.017086941702489367
011060000,0.03703703703703609
011070000,0.08450704225352157
011080000,0.09364997032610145
011090000,0.04131612557137998
011100000,0.05633802816901434
011110000,0.051724137931033365
011120000,0.05027932960893855
011130000,0.046643510561383716
011140000,0.02784898188024576
011150000,0.030151240049686057
011160000,0.04845926279178092
011170000,0.05172413793103414
011180000,0.05332295647360774
011210000,0.02083333333333337
011230000,0.04300534787060217
011240000,0.040752351097178674
011250000,0.0337436550263146
011270000,0.057929829930617016
011280000,0.052238805970149294
011290000,0.06504065040650409
011300000,0.020108998350696905
011330000,0.051724137931034475
011340000,0.034441344951736896
011350000,0.0279251477814888
011360000,0.026023707697320875
011380000,0.11913626209977657
011390000,0.039144324731310576
011400000,0.06403674387807612
011410000,0.03083033137278146
011420000,0.054927014287212805
011430101,0.10686831343765912
011430102,0.03893704074833826
011430103,0.04648360429268994
011450000,0.06750964480516575
011460000,0.012269938650306789
011470000,0.04562396973384997
011480000,0.0775287930452756
011490000,0.02857142857142858
011500000,0.04347826086956519
011510000,0.043912175648702645
011520000,0.029412401803764254
011530000,0.017231074771474897
011550000,0.028169014084507005
011560000,0.03285302264035217
011570000,0.03850399735596799
011580000,0.04147465437788023
011590000,0.05527178046785319
011600101,0.13101326553949233
011600102,0.20590845605922692
011600103,0.21236787891844666
011620000,0.0
011630000,0.050808314087759765
011650000,0.02188552188552184
011660000,0.03121004685585438
011670000,0.05739984981932189
011690000,0.017059456192749733
011700000,0.040368429456775434
011710000,0.02481625173568358
011730101,0.11440314684866282
011730102,0.07519934710525578
011730103,0.025463415396499323
011740000,0.038461538461538436
011750000,0.04821418855157189
011770000,0.024096385542168308
011790000,0.044917257683215084
011800000,0.029325513196480912
011810000,0.03404802195099965
011830000,0.026807279432839226
011840000,0.04664723032069973
011850000,0.15624471584557864
011870000,0.026080766686312762
011880000,0.008032128514056214
011890000,0.030515861553166435
011900000,0.024999999999998468
011910000,0.028169014084507782
011920000,0.056364227631383046
011930000,0.049888186559096215
011940101,0.13410596026490063
011940102,0.06103286384976525
011950000,0.02600143398756427
011960000,0.023400433777710505
011970000,0.026302533123509608
011980000,0.04091106119289012
011990000,0.09041369934492482
012000000,0.07692307692307687
012020101,0.08799655187084454
012020102,0.1200616672257907
012030000,0.03561260087358542
012040000,0.03383221125440716
012060000,0.10160209511212026
012070000,0.02674058282720926
012080000,0.0757575757575758
012090000,0.042880205375409264
012100000,0.1323684257156058
012110000,0.05485227585534147
012120000,0.03806228373702425
012130000,0.03437881002965104
012140000,0.026666666666666616
012150000,0.03264862838572624
012160000,0.040165612858956146
012190000,0.09090909090909138
012240000,0.05028760955569933
012250000,0.011852199843428446
012270000,0.03260869565217395
012280000,0.04031993036019832
012290000,0.08984638632246156
012300000,0.05136185450868236
012310000,0.05292337639126077
012320000,0.06251929024248304
012330000,0.03278688524590201
012340000,0.06410256410256443
012350000,0.0961145194274029
012360000,0.040759667843557
012370000,0.027424940803945308
012380000,0.03389830508474578
012390000,0.02746758648204406
012400000,0.039229499129372125
012410000,0.04227583362389564
012420000,0.04918032786885207
012430000,0.028218743441718375
012440101,0.13181818181818183
012440102,0.14350180505415167
012440103,0.038381742738589186
012450000,0.02984556936110172
012460000,0.061387110168622416
012470000,0.014285714285714235
012480000,0.0248027057497181
012490101,0.1053082191780822
012490102,0.18091334894613587
012490103,0.03273577552611073
012500000,0.026814549332236037
012520000,0.04776481359095963
012540000,0.015335972925498265
012550000,0.055424519992508414
012570000,0.019861442944465013
012580000,0.026021240029452275
012590000,0.026119402985074647
012600000,0.0
012610000,0.05734788664171464
012620101,0.07500922766847884
012620102,0.1796109625470651
012630000,0.07844348363187148
012640000,0.05947633225365312
012650000,0.11441980669385587
012660000,0.11037644587854656
012670000,0.05349221021185169
012680000,0.056775744402400186
012690000,0.1652364544313475
012720000,0.0941460021079592
012730000,0.029483292198469457
012740000,0.07651968332721226
012750000,0.04663249687964344
012760000,0.026697991683360622
012770000,0.05084745762711951
012790000,0.11111111111111027
012800000,0.04166666666666685
012810000,0.08608618153680903
012820000,0.08392704478824575
012830102,0.22083718617956505
012830103,0.3550324893878788
012830104,0.18155535795353062
012830201,0.26475361410411125
012830202,0.19630931940278817
012830203,0.22331367523256107
012830301,0.17483370510902507
012830302,0.0
012830303,0.15470833098860837
012830304,0.16581967413990806
012830305,0.05488264740830617
012830306,0.1041917446628704
012840000,0.028469750889679735
012850000,0.02013425181029338
012860000,0.0424217748170842
012880000,0.03484902915909305
012890101,0.11574882917785712
